response,context
"Come on, Morty! We got to get the hell out of here!","[{""text"": ""They're not robots, Rick!"", ""speaker"": ""Morty""}, {""text"": ""It's a figure of speech, Morty. They're bureaucrats. I don't respect them. Just keep shooting, Morty. You have no idea what prison is like here!"", ""speaker"": ""Rick""}, {""text"": ""Holy crap! This is insane!"", ""speaker"": ""Morty""}]"
"You can get his number later. Come on, Morty. We got to get out of here. You got to get those seeds out of your ass.","[{""text"": ""Uh, yeah. Well, you know, my-my Ferrari's in the shop.  Just kidding."", ""speaker"": ""Morty""}, {""text"": ""You're Morty, right?"", ""speaker"": ""Jessica""}, {""text"": ""Yeah."", ""speaker"": ""Morty""}]"
"Oh, hi, Jerry. Oh, my goodness, Morty! What are you doing out of class? We talked about this. Your-your parents and I are very disappointed in-in this behavior... No? No takers?","[{""text"": ""Oh, look, honey. It's our son with Albert Ein-douche."", ""speaker"": ""Jerry""}, {""text"": ""What?"", ""speaker"": ""Beth""}, {""text"": ""I'm an angry father, not an improviser."", ""speaker"": ""Jerry""}]"
You guys should really not be touching that stuff. It's beyond your reasoning.,"[{""text"": ""What?"", ""speaker"": ""Beth""}, {""text"": ""I'm an angry father, not an improviser."", ""speaker"": ""Jerry""}, {""text"": ""Oh, hi, Jerry. Oh, my goodness, Morty! What are you doing out of class? We talked about this. Your-your parents and I are very disappointed in-in this behavior... No? No takers?"", ""speaker"": ""Rick""}]"
Takes one to know one.,"[{""text"": ""Oh, hi, Jerry. Oh, my goodness, Morty! What are you doing out of class? We talked about this. Your-your parents and I are very disappointed in-in this behavior... No? No takers?"", ""speaker"": ""Rick""}, {""text"": ""You guys should really not be touching that stuff. It's beyond your reasoning."", ""speaker"": ""Rick""}, {""text"": ""You're beyond our reasoning!"", ""speaker"": ""Jerry""}]"
What what are you guys doing with my stuff?,"[{""text"": ""You're beyond our reasoning!"", ""speaker"": ""Jerry""}, {""text"": ""Takes one to know one."", ""speaker"": ""Rick""}, {""text"": ""Dad, how could you make my son miss an entire semester of school? I mean, it's not like he's a hot girl. He can't just bail on his life and set up shop in someone else's."", ""speaker"": ""Beth""}]"
"A nursing home? What are what are you, nuts? I'm a genius. I build robots for fun.","[{""text"": ""Dad, how could you make my son miss an entire semester of school? I mean, it's not like he's a hot girl. He can't just bail on his life and set up shop in someone else's."", ""speaker"": ""Beth""}, {""text"": ""What what are you guys doing with my stuff?"", ""speaker"": ""Rick""}, {""text"": ""We're moving you to a nursing home."", ""speaker"": ""Beth""}]"
What are you trying to say about Morty? That he's stupid or something?,"[{""text"": ""It's personal."", ""speaker"": ""Jerry""}, {""text"": ""Dad, mom, come on. Rick just needed my help is all."", ""speaker"": ""Morty""}, {""text"": ""Morty, stay out of this. You are obviously not capable of judging these situations on your own."", ""speaker"": ""Jerry""}]"
I-I-I don't know what you mean by that. Can can can you be a little bit more specific?,"[{""text"": ""Morty, stay out of this. You are obviously not capable of judging these situations on your own."", ""speaker"": ""Jerry""}, {""text"": ""What are you trying to say about Morty? That he's stupid or something?"", ""speaker"": ""Rick""}, {""text"": ""Oh, don't high-road us, dad. You know fully well that Morty is the last child that needs to be missing classes."", ""speaker"": ""Beth""}]"
"Morty, t-tell your parents the square root of pi.","[{""text"": ""I do?"", ""speaker"": ""Morty""}, {""text"": ""Well, duh doy, son. Look, I love you, Morty, but we both know you're not as fast as the other kids, and if you want to compete in this world, you got to work twice as hard."", ""speaker"": ""Jerry""}, {""text"": ""Aw, geez, dad. Y-you know, that's a lot to drop on a kid all at once."", ""speaker"": ""Morty""}]"
"The square root of Pi, Morty. Go!","[{""text"": ""Aw, geez, dad. Y-you know, that's a lot to drop on a kid all at once."", ""speaker"": ""Morty""}, {""text"": ""Morty, t-tell your parents the square root of pi."", ""speaker"": ""Rick""}, {""text"": ""Oh, come on, Rick. You know I can't."", ""speaker"": ""Morty""}]"
"Morty, tell your parents the first law of Thermodynamics.","[{""text"": ""1.77245385... Whoa!"", ""speaker"": ""Morty""}, {""text"": ""What the hell?"", ""speaker"": ""Beth""}, {""text"": ""Holy crap. He's right."", ""speaker"": ""Jerry""}]"
I told the both of you school is stupid. It's not how you learn things. Morty's a gifted child. He has a special mind. That's why he's my little helper. He's like me. He's gonna be doing great science stuff later in his life. He's too smart for school. He needs to keep hanging out and helping me.,"[{""text"": ""Morty, tell your parents the first law of Thermodynamics."", ""speaker"": ""Rick""}, {""text"": ""\""The increment in the internal energy of a system is equal to the increment of heat supplied to the system.\"" Wow! I'm so smart!"", ""speaker"": ""Morty""}, {""text"": ""But\u2014"", ""speaker"": ""Jerry""}]"
"Okay, Jerry. You drive a hard bargain, but what am I supposed to do? Say no? You-you really wear the pants around here. I just want you to know, between us, from now on, it's gonna be clear communication.","[{""text"": ""I told the both of you school is stupid. It's not how you learn things. Morty's a gifted child. He has a special mind. That's why he's my little helper. He's like me. He's gonna be doing great science stuff later in his life. He's too smart for school. He needs to keep hanging out and helping me."", ""speaker"": ""Rick""}, {""text"": ""Jerry, I don't want whatever's happening here to stop."", ""speaker"": ""Beth""}, {""text"": ""No, I-I understand. Uh, maybe we overreacted. But he has to keep going to school."", ""speaker"": ""Jerry""}]"
No idea what you're talking about.,"[{""text"": ""No, I-I understand. Uh, maybe we overreacted. But he has to keep going to school."", ""speaker"": ""Jerry""}, {""text"": ""Okay, Jerry. You drive a hard bargain, but what am I supposed to do? Say no? You-you really wear the pants around here. I just want you to know, between us, from now on, it's gonna be clear communication."", ""speaker"": ""Rick""}, {""text"": ""Frank Palicky was frozen to death today!"", ""speaker"": ""Summer""}]"
"Full disclosure, Morty it's not. Temporary superintelligence is just a side effect of the mega seeds dissolving in your rectal cavity.","[{""text"": ""Okay. Well, uh, Morty, it's your bedtime in an hour. Don't stay up all night again. This is good, though. This can work. I think we can be a family and now, Beth, if you'll have me, I would love to have you."", ""speaker"": ""Jerry""}, {""text"": ""You know what? Okay."", ""speaker"": ""Beth""}, {""text"": ""Holy cow, Rick. I didn't know hanging out with you was making me smarter."", ""speaker"": ""Morty""}]"
"Yeah, and once those seeds wear off, you're gonna lose most of your motor skills, and you're also gonna lose a significant amount of brain functionality for 72 hours, Morty.","[{""text"": ""Holy cow, Rick. I didn't know hanging out with you was making me smarter."", ""speaker"": ""Morty""}, {""text"": ""Full disclosure, Morty it's not. Temporary superintelligence is just a side effect of the mega seeds dissolving in your rectal cavity."", ""speaker"": ""Rick""}, {""text"": ""Aw, man."", ""speaker"": ""Morty""}]"
"I'm sorry, Morty. It's a bummer. In reality, you're as dumb as they come and I needed those seeds real bad, and I had to give them up just to get your parents off my back, so now we're gonna have to go get more adventures.  And then we're gonna go on even more adventures after that, Morty and you're gonna keep your mouth shut about it, Morty, because the world is full of idiots that don't understand what's important, and they'll tear us apart, Morty but if you stick with me, I'm gonna accomplish great things, Morty, and you're gonna be part of them, and together, we're gonna run around, Morty. We're gonna do all kinds of wonderful things, Morty. Just you and me, Morty. The outside world is our enemy, Morty. We're the only friends we've got, Morty. It's just Rick and Morty. Rick and Morty and their adventures, Morty. Rick and Morty forever and forever. Morty's things. Me and Rick and Morty running around, and Rick and Morty time. All day long, forever. All a hundred days. Rick and Morty forever 100 times. Over and over, rickandmortyadventures.com. All 100 years. Every minute, rickandmorty.com.","[{""text"": ""Aw, man."", ""speaker"": ""Morty""}, {""text"": ""Yeah, and once those seeds wear off, you're gonna lose most of your motor skills, and you're also gonna lose a significant amount of brain functionality for 72 hours, Morty."", ""speaker"": ""Rick""}, {""text"": ""Ohh, man.  Oh, geez! Ohh."", ""speaker"": ""Morty""}]"
"Morty, come on. I need your help tonight.","[{""text"": ""Your idiot dog!"", ""speaker"": ""Jerry""}, {""text"": ""Oh, he he didn't mean it, dad. Did you, snuffles? You're a good boy."", ""speaker"": ""Morty""}, {""text"": ""Don't praise him now, Morty! He just peed on the carpet! Bad dog! Bad!"", ""speaker"": ""Jerry""}]"
"I thought the whole point of having a dog was to feel superior, Jerry. If I were you, I wouldn't pull that thread. Come on, Morty.","[{""text"": ""Don't praise him now, Morty! He just peed on the carpet! Bad dog! Bad!"", ""speaker"": ""Jerry""}, {""text"": ""Morty, come on. I need your help tonight."", ""speaker"": ""Rick""}, {""text"": ""Hey, wait, hold on a second, Rick. You wouldn't by any chance have some sort of crazy science thing you could whip up that might help make this dog a little smarter, would you?"", ""speaker"": ""Jerry""}]"
"Boy, you really got me up against a wall this time, Jerry.","[{""text"": ""Listen, Rick, if you're gonna stay here rent-free and use my son for your stupid science, the least you could do is put a little bit of it to use for the family. You make that dog smart or Morty's grounded!"", ""speaker"": ""Jerry""}, {""text"": ""Ha-ha!"", ""speaker"": ""Summer""}, {""text"": ""Aw, man!"", ""speaker"": ""Morty""}]"
"All right, Ruffles What's his name?","[{""text"": ""Ha-ha!"", ""speaker"": ""Summer""}, {""text"": ""Aw, man!"", ""speaker"": ""Morty""}, {""text"": ""Boy, you really got me up against a wall this time, Jerry."", ""speaker"": ""Rick""}]"
"Snuffles, shake.","[{""text"": ""Boy, you really got me up against a wall this time, Jerry."", ""speaker"": ""Rick""}, {""text"": ""All right, Ruffles What's his name?"", ""speaker"": ""Rick""}, {""text"": ""Snuffles."", ""speaker"": ""Morty""}]"
Roll over.,"[{""text"": ""All right, Ruffles What's his name?"", ""speaker"": ""Rick""}, {""text"": ""Snuffles."", ""speaker"": ""Morty""}, {""text"": ""Snuffles, shake."", ""speaker"": ""Rick""}]"
Go to the bathroom.,"[{""text"": ""Snuffles."", ""speaker"": ""Morty""}, {""text"": ""Snuffles, shake."", ""speaker"": ""Rick""}, {""text"": ""Roll over."", ""speaker"": ""Rick""}]"
"Yeah, you're at the top of your game now, Jerry. Have fun. Come on, Morty.","[{""text"": ""Go to the bathroom."", ""speaker"": ""Rick""}, {""text"": ""Holy crap!"", ""speaker"": ""Jerry""}, {""text"": ""No way."", ""speaker"": ""Summer""}]"
"Yeah, Morty, if you like that, boy, you're you're really going to flip your lid over this one.","[{""text"": ""No way."", ""speaker"": ""Summer""}, {""text"": ""Yeah, you're at the top of your game now, Jerry. Have fun. Come on, Morty."", ""speaker"": ""Rick""}, {""text"": ""That was fantastic, Rick!"", ""speaker"": ""Morty""}]"
"It's a device, Morty, that when you put it in your ear, you can enter people's dreams, Morty. It's just like that movie that you keep crowing about.","[{""text"": ""That was fantastic, Rick!"", ""speaker"": ""Morty""}, {""text"": ""Yeah, Morty, if you like that, boy, you're you're really going to flip your lid over this one."", ""speaker"": ""Rick""}, {""text"": ""W-w-w-what is it?"", ""speaker"": ""Morty""}]"
